,Outlet_ID,area(sqft),W_1_total_volume,W_2_total_volume,W_3_total_volume,W_4_total_volume,W_5_total_volume,W_6_total_volume,W_7_total_volume,W_8_total_volume,W_9_total_volume,W_10_total_volume,W_11_total_volume,W_12_total_volume,W_1_total_earning,W_2_total_earning,W_3_total_earning,W_4_total_earning,W_5_total_earning,W_6_total_earning,W_7_total_earning,W_8_total_earning,W_9_total_earning,W_10_total_earning,W_11_total_earning,W_12_total_earning,IP1_total_units,IP2_total_units,IP3_total_units,IP4_total_units,IP5_total_units,BP1_total_units,BP2_total_units,BP3_total_units,BP4_total_units,BP5_total_units,total_volume,total_earning
546,ID6510,3878,1122.8,1608.4,1638.2,1185.6,1181.0,1584.8,1206.6,1566.8,1749.4,1278.4,1484.2,1396.8,874770.0,1290680.0,1314430.0,974960.0,1242700.0,1314500.0,923770.0,1201290.0,1548300.0,979710.0,1255000.0,1175550.0,6285.0,8514.0,8255.0,8182.0,8084.0,2166.0,1597.0,1679.0,1872.0,1825.0,17003.0,14095660.0
547,ID9672,7966,2298.4,2253.4,2331.4,2033.8000000000002,1954.2,1831.1999999999998,2172.6,2532.0,2575.6,2077.4,2122.0,2243.0,1967200.0,1908190.0,2102420.0,1987720.0,1662280.0,1692760.0,2100830.0,2055970.0,2208590.0,1554910.0,1728190.0,2012190.0,10869.0,11337.0,11152.0,10102.0,8780.0,2873.0,3212.0,3686.0,2872.0,3334.0,26425.0,22981250.0
548,ID7374,3507,1436.1999999999998,1294.6,1597.8000000000002,1410.0,1163.6000000000001,1619.6000000000001,1461.6,1300.8,1663.1999999999998,1547.6,1493.4,1445.0,1147440.0,1093330.0,1210120.0,970950.0,835180.0,1380470.0,1236110.0,1174350.0,1472430.0,1211550.0,1185180.0,1215610.0,9355.0,3409.0,10296.0,7459.0,12373.0,1544.0,1636.0,1495.0,1950.0,2230.0,17433.4,14132720.0
549,ID5426,8647,1256.4,1682.0,1035.0,1767.2,1361.4,515.0,1214.4,1446.8,1388.4,1397.0,1874.6,975.8,1032530.0,1420410.0,897360.0,1418330.0,1071500.0,427000.0,1042570.0,1227080.0,1315060.0,1121610.0,1501150.0,799230.0,8395.0,6460.0,7088.0,8326.0,6121.0,1989.0,1892.0,1785.0,1592.0,1378.0,15913.999999999998,13273830.0
550,ID3866,9099,2011.0,1579.2,1107.0,1717.0,721.6,1678.8000000000002,1198.6,1484.4,1229.4,1345.8000000000002,1081.4,1256.4,1674070.0,1263030.0,953680.0,1412420.0,610250.0,1443900.0,1029610.0,1218840.0,1007730.0,1160960.0,871600.0,973610.0,6377.0,7786.0,6121.0,8175.0,8829.0,1708.0,1382.0,1721.0,1976.0,2166.0,16410.6,13619700.0
551,ID7369,9177,878.2,1749.4,1866.4,1264.2,1462.0,888.0,1359.6,795.5999999999999,1290.0,1419.8,1544.8000000000002,1596.6,703840.0,1375730.0,1573690.0,883490.0,1173610.0,810070.0,1028750.0,592610.0,1064720.0,1054940.0,1209730.0,1240910.0,8442.0,7739.0,10188.0,10136.0,5908.0,1343.0,1749.0,1512.0,1588.0,1440.0,16114.6,12712090.0
552,ID4159,4762,1796.8000000000002,1711.6,1206.6,1077.6,1716.0,1776.4,1184.0,1058.4,1800.0,1285.2,1302.0,1252.2,1421340.0,1446010.0,976000.0,800540.0,1559040.0,1502880.0,1008170.0,892750.0,1409760.0,954950.0,996170.0,1136290.0,9407.0,6966.0,9626.0,7765.0,6970.0,1747.0,1978.0,1946.0,1901.0,1448.0,17166.8,14103900.0
553,ID8330,6720,1815.8,1287.4,1866.4,845.4,1472.6,1306.8000000000002,1310.0,1703.6,1362.6000000000001,1851.6000000000001,1267.2,1083.6,1588080.0,1085180.0,1608750.0,740670.0,1233330.0,1181250.0,955120.0,1375100.0,1160610.0,1416410.0,966220.0,1038250.0,8288.0,5910.0,8377.0,8135.0,8085.0,1947.0,2017.0,1740.0,1923.0,1787.0,17173.000000000004,14348970.0
554,ID8021,8416,1507.2,1498.1999999999998,1554.0,1134.4,1374.6,1688.4,1451.4,1178.4,1304.6000000000001,1318.6000000000001,1771.8,685.0,1294040.0,1129260.0,1131080.0,801720.0,1216570.0,1379170.0,1178460.0,951050.0,892850.0,1096730.0,1513940.0,590400.0,8148.0,6057.0,8694.0,9962.0,9037.0,1489.0,1485.0,1802.0,1756.0,1555.0,16466.6,13175270.0
555,ID8246,3724,1231.0,1446.0,1561.6,1457.0,1256.8000000000002,1187.2,1607.2,1792.6,1501.8000000000002,1533.8,1294.0,1708.8000000000002,878060.0,1176470.0,1344060.0,1074740.0,972310.0,989720.0,1488700.0,1485580.0,1314570.0,1233210.0,997640.0,1400930.0,7330.0,7663.0,9567.0,9490.0,8404.0,2037.0,1957.0,1633.0,1895.0,1565.0,17577.8,14355990.0
556,ID2798,5232,1083.0,942.1999999999999,1407.8000000000002,1796.4,1323.8000000000002,1151.8000000000002,1655.0,1571.8000000000002,1318.2,1403.2,1461.4,1227.0,817180.0,711560.0,1139420.0,1473020.0,987380.0,917400.0,1324230.0,1144570.0,1263010.0,1046360.0,1250590.0,889590.0,11134.0,7333.0,7634.0,7078.0,9329.0,1742.0,1355.0,1650.0,1702.0,1391.0,16341.6,12964310.0
557,ID5248,5877,1604.6,1512.6,1777.4,1971.4,1723.2,1688.6,1333.2,1113.6000000000001,857.0,1380.8,1712.8000000000002,1311.0,1282800.0,1137810.0,1405710.0,1564890.0,1374270.0,1427500.0,1104690.0,800320.0,728460.0,1070160.0,1492550.0,1002940.0,6814.0,8413.0,10593.0,10376.0,9820.0,1972.0,1908.0,1750.0,1773.0,1380.0,17986.2,14392100.0
558,ID4810,6002,1714.2,2019.2,1765.4,1157.6,1914.4,1494.8000000000002,1630.4,1320.4,1286.6,1211.4,1377.8000000000002,1644.0,1524700.0,1621230.0,1505610.0,1052890.0,1712030.0,1338150.0,1262490.0,1081790.0,1122720.0,916650.0,992980.0,1450080.0,5005.0,7183.0,7665.0,10132.0,10591.0,1779.0,1874.0,2118.0,2280.0,2370.0,18536.199999999997,15581320.0
559,ID7071,4946,1925.8000000000002,1766.0,1487.2,1456.6,1654.2,1154.8000000000002,1388.0,1481.8,1121.2,1186.4,793.6,1473.4,1561620.0,1337530.0,1208210.0,1205140.0,1373060.0,953710.0,1156210.0,1159780.0,918430.0,976260.0,677960.0,1026060.0,11277.0,8204.0,5036.0,8086.0,9432.0,1774.0,1822.0,1269.0,1889.0,1728.0,16889.000000000004,13553970.0
560,ID6487,4687,1411.2,1288.6,1086.4,1327.4,1597.6,1390.4,1341.4,1575.2,1262.8000000000002,1658.8,1212.2,1695.8,1006630.0,1101740.0,945650.0,1092400.0,1165700.0,1262440.0,1132670.0,1141030.0,986550.0,1338070.0,933740.0,1494150.0,10202.0,7536.0,5438.0,9785.0,9083.0,1818.0,1481.0,1689.0,1318.0,2133.0,16847.8,13600770.0
561,ID7574,4501,1080.0,1529.8000000000002,1092.6,1273.2,1159.4,1626.8,1251.4,1167.0,1073.2,1555.4,1298.8000000000002,1467.4,908890.0,1185530.0,958300.0,953090.0,1006910.0,1434000.0,850010.0,941080.0,795550.0,1331700.0,1007500.0,1071090.0,10121.0,9773.0,5743.0,7718.0,6590.0,1834.0,1302.0,1695.0,1233.0,1522.0,15575.000000000002,12443650.0
562,ID3946,4687,2359.2,2420.4,2381.8,1959.0,1720.4,2178.6,2139.0,1620.2,2364.8,2445.0,2254.2,2214.0,1653440.0,1673430.0,1561330.0,1511850.0,1366310.0,1549890.0,1411400.0,1063040.0,1899470.0,1846250.0,1605920.0,1667740.0,15740.0,15252.0,16774.0,16945.0,18257.0,1696.0,1611.0,1885.0,1751.0,2520.0,26056.600000000002,18810070.0
563,ID3142,8429,1208.4,1759.4,1162.8,1464.6,1359.4,1470.2,1380.0,1731.8,1516.6000000000001,1672.6,870.6,1186.8,1037270.0,1460590.0,951640.0,1264870.0,1280540.0,1188100.0,1071860.0,1413440.0,1266870.0,1434940.0,868910.0,873630.0,7227.0,7386.0,9437.0,6115.0,7201.0,2340.0,1908.0,1411.0,1900.0,1751.0,16783.2,14112660.0
564,ID1543,7431,1752.6,1206.4,1980.0,1948.8,1948.1999999999998,1996.2,1880.0,1728.4,1744.3999999999999,1646.8,2012.2,1298.4,1523670.0,999840.0,1738300.0,1589680.0,1632590.0,1621730.0,1634080.0,1616930.0,1490420.0,1439540.0,1774660.0,1280200.0,9724.0,6092.0,8096.0,7225.0,10985.0,2600.0,2054.0,2628.0,2718.0,2718.0,21142.4,18341640.0
565,ID2321,5848,1413.0,1229.4,1904.8000000000002,1642.6,1682.4,1287.8000000000002,1074.0,1630.8,1521.6,1567.0,1381.6,1174.8000000000002,1117790.0,938230.0,1607780.0,1310180.0,1199750.0,860000.0,930810.0,1195960.0,1352560.0,1175800.0,1175990.0,845730.0,10760.0,10649.0,7797.0,9537.0,7846.0,1670.0,1719.0,1484.0,1722.0,1597.0,17509.8,13710580.0
566,ID4601,6096,1509.0,1295.0,1791.0,1167.8,1455.8,1725.4,1077.4,1627.0,1321.4,1635.6,1951.0,1169.0,1156370.0,1115020.0,1335310.0,799180.0,1241890.0,1409620.0,758360.0,1202740.0,1120000.0,1350520.0,1532870.0,883260.0,7306.0,10483.0,8852.0,9603.0,10898.0,1887.0,1935.0,1101.0,1632.0,1742.0,17725.4,13905140.0
567,ID4284,6693,1707.2,1358.8000000000002,1659.1999999999998,1503.6,1331.0,1326.4,1361.8,1541.8000000000002,1198.0,1201.2,1788.2,1408.2,1359790.0,1165670.0,1241840.0,1301480.0,1317720.0,1082240.0,1146640.0,1113970.0,987380.0,831500.0,1416040.0,1083040.0,7169.0,6912.0,8468.0,12036.0,8152.0,2124.0,1412.0,1193.0,2358.0,1751.0,17385.4,14047310.0
568,ID4172,7065,1448.4,1638.2,1460.8,1181.4,1457.2,972.8,1561.2,1918.4,1269.6000000000001,1779.0,1717.4,1787.4,955780.0,1350940.0,1276570.0,912800.0,1200380.0,891280.0,1174710.0,1594380.0,907020.0,1549110.0,1363750.0,1504280.0,11029.0,7478.0,9243.0,9564.0,8170.0,1937.0,1784.0,1563.0,1614.0,2197.0,18191.800000000003,14681000.0
569,ID8417,3415,1362.8,1764.2,1441.4,1140.6,1250.6,1534.4,1567.8,1366.2,1708.4,1480.4,1459.0,1521.8,1056920.0,1510440.0,1186530.0,959590.0,855930.0,1326150.0,1219480.0,972490.0,1438760.0,1242420.0,1255250.0,1133470.0,10959.0,8927.0,8125.0,7015.0,9062.0,1811.0,1625.0,1833.0,1741.0,1770.0,17597.6,14157430.0
570,ID9685,3487,1311.4,1133.4,1534.4,745.6,2017.4,1986.2,1206.2,1219.8,2097.0,1816.6000000000001,1778.6,1868.2,1104420.0,954950.0,1316150.0,748340.0,1688000.0,1687270.0,1051260.0,1064360.0,1724550.0,1404020.0,1502380.0,1561200.0,7871.0,8260.0,9220.0,7676.0,7217.0,1866.0,2491.0,1972.0,2449.0,1888.0,18714.800000000003,15806900.0
571,ID5390,7058,1464.2,2199.0,1601.6,1464.6,1497.8000000000002,1466.1999999999998,1681.4,1196.6,1362.1999999999998,1293.6,1186.8,1341.6000000000001,1283000.0,1827280.0,1506910.0,1185050.0,1344810.0,1207490.0,1357190.0,1086500.0,1102500.0,1034190.0,973390.0,1035590.0,5470.0,7691.0,9401.0,8582.0,8409.0,2138.0,2320.0,1932.0,1684.0,1771.0,17755.600000000002,14943900.0
572,ID3181,9345,1132.4,1051.6,1457.0,1422.8000000000002,1780.4,1579.4,1652.6000000000001,1111.2,2112.6,1654.4,1835.6,736.4,873250.0,810810.0,1172900.0,973020.0,1432270.0,1300410.0,1383980.0,687930.0,1750260.0,1348420.0,1572870.0,690400.0,7589.0,11231.0,8058.0,8731.0,9133.0,1929.0,1503.0,1789.0,1641.0,1716.0,17526.4,13996520.0
573,ID6967,6219,1704.4,1154.2,1148.2,1024.6,1285.2,1206.0,1496.6,1460.4,1567.8,1347.4,588.8,1190.2,1390910.0,964600.0,855200.0,888170.0,1006940.0,934610.0,1279840.0,1142050.0,1299280.0,1152180.0,524930.0,1030900.0,8141.0,6337.0,6943.0,8820.0,5453.0,1334.0,1880.0,2089.0,1822.0,910.0,15173.799999999997,12469610.0
574,ID9568,7978,2098.8,1284.2,1681.4,1487.8000000000002,869.4,1730.4,1514.4,1196.4,1411.2,1499.4,1410.2,1447.6,1640020.0,1123180.0,1377150.0,1165030.0,701990.0,1375730.0,1320270.0,801030.0,1245030.0,1069250.0,1130040.0,1136760.0,9165.0,9680.0,7078.0,9277.0,9441.0,1863.0,1339.0,1714.0,1979.0,1808.0,17631.2,14085480.0
575,ID3689,7432,1413.6000000000001,1365.4,1632.2,1697.4,1298.8,1655.8000000000002,1195.8000000000002,1520.4,1552.4,1534.6,1626.6000000000001,1402.8,1168240.0,1050390.0,1324080.0,1398410.0,1155060.0,1309180.0,971200.0,1321800.0,1095840.0,1282040.0,1364240.0,1144430.0,10322.0,6527.0,9958.0,8705.0,8162.0,1929.0,1822.0,1498.0,1617.0,2295.0,17895.8,14584910.0
576,ID4865,6572,1427.2,1610.8,1395.0,1156.4,1450.6,965.2,1569.1999999999998,1807.2,1236.6,1455.2,1300.0,1362.6000000000001,1222720.0,1387940.0,1155070.0,856380.0,1172490.0,759390.0,1256190.0,1475020.0,1078910.0,1185330.0,1119630.0,944990.0,5046.0,9364.0,7805.0,7985.0,10925.0,1902.0,1769.0,1957.0,1330.0,1553.0,16736.0,13614060.0
577,ID5287,7187,1275.6,1138.6,865.2,1543.8000000000002,1496.0,912.4000000000001,1352.0,1427.2,1412.6,1369.8,1381.4,1551.8,1111470.0,1028650.0,633830.0,1154150.0,1221010.0,855150.0,952000.0,1261770.0,1075010.0,1162450.0,1142050.0,1165280.0,9615.0,9660.0,6597.0,6912.0,5898.0,1451.0,2049.0,2031.0,1104.0,1355.0,15726.4,12762820.0
578,ID1479,3680,1324.0,1072.4,1440.6,1483.6000000000001,1561.2,1951.4,1525.4,1695.6,1622.6,1292.8,1462.4,1550.8000000000002,1132460.0,874990.0,1145430.0,1119400.0,1164100.0,1500590.0,1216250.0,1241480.0,1303430.0,1129430.0,1362200.0,1337830.0,9081.0,10098.0,6847.0,7412.0,11146.0,1923.0,1583.0,2068.0,1666.0,1826.0,17982.8,14527590.0
579,ID6304,8454,1556.1999999999998,1442.4,2252.4,1251.2,1712.2,1098.6000000000001,1148.4,1573.0,1699.4,1206.6,1347.6,1588.4,1295670.0,1163300.0,1802710.0,1008800.0,1392570.0,804810.0,962970.0,1242420.0,1536210.0,1007920.0,974560.0,1506050.0,8408.0,7778.0,9172.0,7814.0,9165.0,1991.0,2447.0,1459.0,1716.0,1796.0,17876.4,14697990.0
580,ID2367,7253,1642.4,1362.8000000000002,1694.4,1434.4,1778.2,1355.4,1783.2,1114.2,1660.4,1497.0,1313.8000000000002,1731.6000000000001,1519060.0,1037900.0,1207910.0,1019570.0,1515470.0,1206510.0,1403680.0,677540.0,1439770.0,1110640.0,943890.0,1391220.0,6475.0,9644.0,11090.0,12212.0,8818.0,1512.0,1571.0,2078.0,2123.0,1436.0,18367.8,14473160.0
581,ID8784,4828,1505.6,1533.6,1815.0,1423.6,1563.4,1634.6000000000001,1332.2,1322.4,1117.8,1336.2,1153.4,1803.2,1164090.0,1366640.0,1563360.0,1009870.0,1261540.0,1355340.0,966640.0,1162550.0,998920.0,1254160.0,1011010.0,1418200.0,8863.0,9822.0,4279.0,8258.0,8203.0,1937.0,1896.0,1121.0,2261.0,2441.0,17541.0,14532320.0
582,ID1795,9296,1743.6,1720.4,1662.2,1557.4,1528.0,1950.8000000000002,2203.4,1661.0,1836.6,1541.0,1553.0,1629.6000000000001,1368430.0,1430560.0,1315570.0,1414840.0,1152830.0,1527780.0,1669130.0,1405480.0,1567280.0,1139690.0,1326540.0,1224930.0,12886.0,7711.0,10957.0,9664.0,10992.0,2134.0,2044.0,1898.0,1782.0,2287.0,20587.0,16543060.0
583,ID7192,3297,1513.6,1598.6,1396.0,1108.2,1052.4,1518.2,1634.6,1377.2,1853.8,1500.6,1217.2000000000003,1780.0,1216960.0,1281820.0,1153800.0,949310.0,848090.0,1243210.0,1300530.0,1216050.0,1480940.0,1043510.0,950750.0,1268530.0,8098.0,9911.0,8091.0,10077.0,8435.0,1400.0,1370.0,1686.0,2046.0,2126.0,17550.4,13953500.0
584,ID3386,3837,1671.4,1393.1999999999998,1805.6,1949.2,1242.6,1178.8,1507.6,1073.8000000000002,1421.4,1718.6,1898.2,1274.0,1319120.0,1071110.0,1581560.0,1665120.0,923940.0,828890.0,1179000.0,827970.0,1311920.0,1420790.0,1392230.0,1087030.0,8103.0,8565.0,11863.0,8282.0,8324.0,1903.0,2182.0,1382.0,2151.0,1489.0,18134.4,14608680.0
585,ID4360,5299,1771.4,1081.8,1348.0,1093.6,1449.6,1510.2,1527.8,1477.4,1540.6,1592.6,1886.2,1764.8000000000002,1506330.0,1006260.0,1074380.0,794500.0,1108380.0,1196750.0,1120790.0,1349000.0,1117010.0,1357950.0,1748560.0,1458570.0,8396.0,8214.0,9287.0,9387.0,7306.0,1652.0,2307.0,2117.0,1809.0,1641.0,18044.0,14838480.0
586,ID3458,8811,1614.6,1630.6,1120.8,2054.6000000000004,1615.2,1518.2,1645.4,1446.0,1603.8000000000002,1280.2,1494.6000000000001,1336.8000000000002,1212380.0,1371790.0,1094050.0,1613300.0,1434050.0,1224830.0,1220800.0,1130500.0,1216500.0,918630.0,1242830.0,1167800.0,7581.0,8905.0,11491.0,8579.0,8993.0,1827.0,2042.0,1946.0,1894.0,1542.0,18360.8,14847460.0
587,ID9807,9730,1834.0,1161.6,1308.8000000000002,1322.0,2024.8,1519.4,1598.6,1348.8000000000002,1555.4,1461.6000000000001,1254.8000000000002,1817.8,1555680.0,799200.0,1105340.0,1180720.0,1724200.0,1241560.0,1321880.0,933060.0,1270070.0,1131350.0,1012550.0,1375280.0,8015.0,9718.0,8302.0,9139.0,10514.0,1937.0,1928.0,1927.0,1708.0,1570.0,18207.6,14650890.0
588,ID1484,6129,1400.6,1653.6,1823.4,1241.6000000000001,1591.0,1515.2,1585.4,1925.0,1097.8000000000002,2019.2,1205.8,1202.2,973200.0,1204140.0,1445090.0,846710.0,1232790.0,1303830.0,1141280.0,1615740.0,907000.0,1578850.0,1108450.0,920880.0,11874.0,8996.0,11837.0,9343.0,6609.0,1312.0,1183.0,1853.0,2221.0,1960.0,18260.800000000003,14277960.0
589,ID6927,7214,1557.4,886.8000000000001,1430.2,1724.4,1047.2,1594.6000000000001,1459.0,1702.4,995.2,1100.4,1554.2,1262.0,1220680.0,809230.0,1017950.0,1454360.0,880120.0,1201120.0,1152250.0,1258750.0,889740.0,924180.0,1282590.0,914980.0,7995.0,8873.0,6393.0,6250.0,11408.0,1109.0,1724.0,1481.0,1891.0,1925.0,16313.800000000001,13005950.0
590,ID1764,9126,1404.2,1672.2,973.2,1461.0,1042.2,1483.8000000000002,1135.8000000000002,1845.0,1477.0,1342.0,1528.8000000000002,1486.4,1096150.0,1313220.0,742040.0,1235190.0,869820.0,1189500.0,944550.0,1414770.0,1099680.0,1234360.0,1165700.0,1256950.0,7623.0,10036.0,8359.0,6590.0,9375.0,1457.0,1569.0,1738.0,1527.0,2164.0,16851.600000000002,13561930.0
591,ID3881,6122,1794.6,1687.0,1036.2,1481.6,880.8,1402.4,1450.2,1054.0,1852.4,964.6,1805.6,1395.0,1419600.0,1164130.0,1117040.0,1199790.0,726540.0,915300.0,1175970.0,790100.0,1505270.0,880640.0,1522570.0,1183680.0,8315.0,9445.0,8098.0,8808.0,7646.0,2335.0,1734.0,1664.0,1100.0,1509.0,16804.4,13600630.0
592,ID5899,5384,1578.8000000000002,1531.4,1542.0,1326.4,1410.0,1515.6000000000001,2130.0,1349.6,1119.4,1357.0,1523.2,1769.0,1259260.0,1155060.0,1271600.0,1018950.0,1130320.0,1092970.0,1620600.0,1159430.0,871260.0,1052270.0,1284180.0,1535870.0,8789.0,7592.0,10954.0,8709.0,11048.0,1579.0,1934.0,1649.0,1388.0,2184.0,18152.4,14451770.0
593,ID3935,7540,1281.0,1173.0,1741.4,1559.0,1789.4,1481.6,1644.4,1807.0,1249.6,1952.8,2093.6000000000004,1279.0,1031450.0,929480.0,1297510.0,1262080.0,1374300.0,1360930.0,1393570.0,1558240.0,1047290.0,1647720.0,1576240.0,1040230.0,8841.0,9113.0,11197.0,6212.0,11296.0,2309.0,1774.0,2164.0,1988.0,1485.0,19051.8,15519040.0
594,ID3739,3753,1298.4,1462.6,1436.0,823.2,1675.4,1629.0,1253.4,1519.2,1881.8000000000002,1750.4,1297.6000000000001,1407.0,1118080.0,1223140.0,1297990.0,567620.0,1258660.0,1317930.0,1179220.0,1171050.0,1465210.0,1308190.0,1056900.0,1028780.0,6589.0,7665.0,9972.0,12054.0,7670.0,1638.0,1560.0,1820.0,1885.0,1741.0,17434.0,13992770.0
595,ID3999,8513,1809.8000000000002,1616.4,1620.6000000000001,1223.2,1560.6,1652.4,898.8,1052.0,1228.4,978.4,1543.2,1371.6,1357640.0,1377410.0,1282410.0,973670.0,1350600.0,1352390.0,895940.0,816580.0,1025470.0,621620.0,1205960.0,1014080.0,7998.0,11002.0,7009.0,7733.0,8225.0,2127.0,1798.0,1444.0,1461.0,1332.0,16555.399999999998,13273770.0
596,ID7496,7110,1295.4,1164.6,1019.2,1875.2,1090.2,1112.0,1586.4,1237.2,1602.2,1331.8000000000002,1278.8,1311.8000000000002,1064340.0,902380.0,842860.0,1578920.0,762680.0,737270.0,1360650.0,984930.0,1245970.0,1224370.0,963840.0,990860.0,6388.0,6413.0,8495.0,8287.0,11171.0,1421.0,1834.0,1265.0,1719.0,1515.0,15904.8,12659070.0
597,ID6459,7748,1562.2,1302.4,1130.6,1441.6000000000001,1343.8000000000002,1327.0,1467.6,1242.0,1500.0,1052.2,937.2,1825.6,1379350.0,1099160.0,871480.0,1304030.0,952030.0,1036900.0,1175970.0,933800.0,1328160.0,889640.0,814530.0,1554090.0,6949.0,10465.0,7834.0,8066.0,4017.0,1485.0,1439.0,2319.0,1647.0,1776.0,16132.200000000003,13339140.0
598,ID1886,8717,1431.6,1580.6,1589.0,1485.1999999999998,1827.0,1475.4,1887.8000000000002,1552.0,1555.8000000000002,1954.8,1487.0,1667.2,1143000.0,1376650.0,1203820.0,1118700.0,1528050.0,1107960.0,1477800.0,1218840.0,1266040.0,1672850.0,1190150.0,1169590.0,8187.0,11581.0,10671.0,10359.0,10014.0,1969.0,2159.0,2023.0,1608.0,1572.0,19493.399999999998,15473450.0
599,ID6357,6041,946.1999999999999,1737.0,1968.6,1775.4,1221.0,1336.2,1197.6,1772.4,1306.0,1326.8000000000002,1383.4,1396.4,538200.0,1371340.0,1548930.0,1382090.0,1012560.0,1116330.0,983570.0,1477300.0,1160980.0,1100110.0,1189360.0,1134480.0,7316.0,8710.0,9680.0,8798.0,8596.0,1612.0,1850.0,1599.0,1673.0,2013.0,17367.0,14015250.0
600,ID5662,8392,1695.0,1150.4,1673.4,1432.8000000000002,1110.8,1658.6,1648.8000000000002,1251.6000000000001,1535.4,1817.0,1382.2,1889.0,1448210.0,929900.0,1336730.0,1110800.0,846450.0,1370290.0,1252390.0,1094780.0,1352290.0,1488020.0,1137230.0,1639320.0,8348.0,9395.0,8341.0,9203.0,8418.0,2322.0,1599.0,2333.0,1568.0,1682.0,18245.0,15006410.0
601,ID2521,6157,1791.0,1513.6,1742.2,1277.8,1417.8000000000002,1804.0,1286.2,1480.6,1444.4,1778.8,1596.0000000000002,1541.6,1481240.0,1231630.0,1374870.0,1209800.0,1179230.0,1409590.0,1083880.0,1097900.0,1240300.0,1486080.0,1024160.0,1248660.0,8428.0,8966.0,10410.0,9727.0,8354.0,1772.0,1990.0,1592.0,2391.0,1752.0,18674.0,15067340.0
602,ID6909,5141,1657.2,1328.0,1581.6,1424.2,1613.8,1633.8000000000002,1251.4,1323.0,1661.6,990.6,1357.4,1863.4,1466690.0,1192950.0,1288500.0,1081060.0,1247100.0,1309550.0,1019450.0,999480.0,1196160.0,802330.0,972400.0,1439850.0,9622.0,10284.0,8881.0,9015.0,7953.0,1838.0,1339.0,1797.0,2081.0,1480.0,17686.0,14015520.0
603,ID7109,7931,1324.0,1544.2,1224.6,1404.8000000000002,1455.2,1182.8,1101.4,1407.6,1267.0,1130.2,700.8000000000001,1936.2,1072260.0,1186110.0,958380.0,1065780.0,1210490.0,996360.0,830650.0,1140850.0,1063680.0,794370.0,431070.0,1531080.0,8763.0,9881.0,8034.0,6284.0,9687.0,1892.0,595.0,1747.0,1058.0,1857.0,15678.800000000001,12281080.0
604,ID1193,3871,1620.4,1953.2,1086.6,1850.8,1704.0,1478.2,1219.0,1386.0,2094.2,1781.8,1440.2,1454.0,1398190.0,1600990.0,924720.0,1533200.0,1485230.0,1213450.0,912490.0,982320.0,1635960.0,1435110.0,1133390.0,1180130.0,8896.0,10232.0,9270.0,10237.0,8617.0,2076.0,1702.0,1858.0,1607.0,2375.0,19068.4,15435180.0
605,ID2156,8451,1832.0,1585.8000000000002,1058.8000000000002,1569.8,1667.2000000000003,1789.8000000000002,1625.6,1242.6,1555.2,1603.0,979.0,1477.6,1395700.0,1372250.0,814220.0,1231570.0,1319270.0,1576620.0,1322540.0,875630.0,1284140.0,1445940.0,795790.0,1153720.0,6678.0,9358.0,10577.0,9528.0,8011.0,1740.0,1818.0,1758.0,1735.0,2105.0,17986.4,14587390.0
606,ID8908,4057,1782.2,988.4000000000001,1023.0,1515.4,1506.4,1629.2,1916.0,1224.8,1540.0,1706.8000000000002,1241.4,1668.2,1516100.0,809730.0,662880.0,1236550.0,1285070.0,1243330.0,1608880.0,1038410.0,1086930.0,1369690.0,1065230.0,1449730.0,9053.0,10436.0,9024.0,8093.0,6838.0,1995.0,1418.0,1499.0,1905.0,2236.0,17741.8,14372530.0
607,ID3844,8838,1459.4,1644.6,1729.8000000000002,1309.8,976.4,1531.6000000000001,1364.6,1413.8000000000002,1452.2,1476.4,1459.8000000000002,1837.6,1043750.0,1238350.0,1417880.0,915490.0,794520.0,1143080.0,1235580.0,1222070.0,1065170.0,1150420.0,1170220.0,1449350.0,6613.0,9887.0,8935.0,9016.0,12164.0,1233.0,1662.0,1600.0,1757.0,2081.0,17656.0,13845880.0
608,ID5839,9051,1396.6,1601.4,1479.8000000000002,1900.4,1465.2,1647.6,1118.2,1534.6,1351.6,1264.8,1770.6000000000001,1410.2,1176060.0,1374880.0,1264230.0,1615780.0,1194960.0,1253710.0,885830.0,1232410.0,1089080.0,988030.0,1429480.0,1147010.0,10710.0,9829.0,5980.0,7175.0,9371.0,1813.0,1845.0,1805.0,1489.0,2376.0,17941.0,14651460.0
609,ID8854,6512,1493.0,1348.2,1415.6,1793.8,1503.2,1684.0,1635.8,1278.0,1295.4,1209.8000000000002,1621.4,1701.0,1203880.0,1185030.0,1137530.0,1300110.0,1269200.0,1321830.0,1369460.0,1026180.0,958190.0,986950.0,1204230.0,1525810.0,6923.0,13069.0,6774.0,10118.0,7682.0,2273.0,2041.0,1645.0,1874.0,1233.0,17979.199999999997,14488400.0
610,ID7199,6197,1513.0,990.4,926.4,1630.6,1663.8000000000002,1433.2,1372.2,1381.0,1473.4,1295.0,1605.6,1462.8,1298930.0,894720.0,752890.0,1351530.0,1270430.0,1261030.0,1123860.0,1206530.0,1214710.0,1178840.0,1136510.0,1399240.0,8075.0,6392.0,9419.0,5453.0,8118.0,2039.0,1615.0,1947.0,1696.0,1959.0,16747.4,14089220.0
